OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1033	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema socranskii
OTU1034	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	Ruminococcaceae_UCG-002 sp.
OTU1035	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
OTU1036	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum sp.
OTU1037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
OTU1038	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	Isobaculum sp.
OTU1039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
OTU1040	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella multisaccharivorax
OTU1041	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp.
OTU1042	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	Dermabacter vaginalis
OTU1043	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces ihuae
OTU1044	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae	Rikenellaceae sp.
OTU1045	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus AS 1.3089
OTU1046	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
OTU1047	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus aegyptius ATCC 11116
OTU1048	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
OTU1049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens ATCC 33563
OTU1050	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Halopeptonella	Halopeptonella sp.
OTU1051	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga granulosa ATCC 51502
OTU1052	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Family_XI	Family_XI sp.
OTU1053	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans
OTU1054	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	Kingella denitrificans ATCC 33394
OTU1055	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas artemidis
OTU1056	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter rigui
OTU1057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter sp.
OTU1058	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
OTU1059	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas aurantiaca
OTU1060	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
OTU1061	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae	Micrococcaceae sp.
OTU1062	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae	Prevotellaceae sp.
OTU1063	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	Peptoniphilus sp.
OTU1064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis
OTU1065	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium kroppenstedtii
OTU1066	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group	Clostridiales_vadinBB60_group sp.
OTU1067	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Alysiella	Alysiella sp.
OTU1068	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces dentalis
OTU1069	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Conchiformibius	Conchiformibius sp.
OTU1070	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. suillum
OTU1071	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum sp.
OTU1072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp.
OTU1073	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Peptococcus sp.
OTU1074	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus
OTU1075	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Dialister sp.
OTU1076	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	F0058 sp.
OTU1077	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rubneri
OTU1078	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans
OTU1079	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota sp.
OTU1080	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria sp.
OTU1081	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	Johnsonella ignava ATCC 51276
OTU1082	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia
OTU1083	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Peptococcus simiae
OTU1084	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter piscolens
OTU1085	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	Muribaculaceae sp.
OTU1086	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium lupini
OTU1087	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriales	Fusobacteriales	Fusobacteriales sp.
OTU1088	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Salinibacter	Salinibacter ruber DSM 13855
OTU1089	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bergensis
OTU1090	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri DSM 18205
OTU1091	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.
OTU1092	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
OTU1093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis
OTU1094	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
OTU1095	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriales	Fusobacteriales	Fusobacteriales sp.
OTU1096	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum
OTU1097	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
OTU1098	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22	JGI_0000069-P22	JGI_0000069-P22 sp.
OTU1099	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella equi
OTU1100	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Anaerobutyricum hallii
OTU1101	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens
OTU1102	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	S5-A14a	S5-A14a sp.
OTU1103	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri
OTU1104	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis subsp. novobiosepticus
OTU1105	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica
OTU1106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella papionis
OTU1107	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella baroniae
OTU1108	Eukaryota	Euglenozoa	Euglenida	Aphagea	Aphagea_fa	Distigma	Distigma sp.
OTU1109	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella montpellierensis
OTU1110	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_NK3B31_group	Prevotellaceae_NK3B31_group sp.
OTU1111	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum anthropi
OTU1112	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. animalis
OTU1113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	Johnsonella ignava ATCC 51276
OTU1114	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	Dermacoccus abyssi
OTU1115	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII	Family_XIII sp.
OTU1116	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Neisseria	Neisseria subflava
OTU1117	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Fastidiosipila sp.
OTU1118	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Fastidiosipila sanguinis
OTU1119	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcales	Micrococcales	Micrococcales sp.
OTU1120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
OTU1121	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
OTU1122	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Pseudoramibacter alactolyticus ATCC 23263
OTU1123	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella denticariosi
OTU1124	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema lecithinolyticum
OTU1125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens
OTU1126	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis ATCC 33277
OTU1127	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema socranskii subsp. buccale
OTU1128	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella aurantiaca
OTU1129	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio_2	Butyrivibrio_2 sp.
OTU1130	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Murdochiella	Murdochiella sp.
OTU1131	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum sp.
OTU1132	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella equi
OTU1133	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium mycetoides
OTU1134	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	A4b sp.
OTU1135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri
OTU1136	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ureicelerivorans
OTU1137	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema lecithinolyticum
OTU1138	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium sp.
OTU1139	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae subsp. ozaenae
OTU1140	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema socranskii subsp. buccale
OTU1141	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis
OTU1142	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
OTU1143	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales	Bacillales	Bacillales sp.
OTU1144	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum
OTU1145	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
OTU1146	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. animalis
OTU1147	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fornicalis
OTU1148	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
OTU1149	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas artemidis
OTU1150	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma orale
OTU1151	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium canifelinum
OTU1152	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fornicalis
OTU1153	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Megamonas sp.
OTU1154	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae sp.
OTU1155	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
OTU1156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus
OTU1157	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae DSM 23386
OTU1158	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas echinoides
OTU1159	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira sp.
OTU1160	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides heparinolyticus
OTU1161	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Conchiformibius	Conchiformibius sp.
OTU1162	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp.
OTU1163	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi DSM 22815
OTU1164	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas sp.
OTU1165	Bacteria	Firmicutes	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli sp.
OTU1166	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides kribbi
OTU1167	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio hyugaensis
OTU1168	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera sp.
OTU1169	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	Lawsonella clevelandensis
OTU1170	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	F0058 sp.
OTU1171	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae	Citrobacter koseri
OTU1172	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	Eggerthia catenaformis
OTU1173	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia shahii
OTU1174	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium minutum
OTU1175	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi DSM 22815
OTU1176	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga gingivalis
OTU1177	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas infelix
OTU1178	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus subsp. casei
OTU1179	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus piscifermentans
OTU1180	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp.
OTU1181	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis ATCC 15912
OTU1182	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
OTU1183	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Fastidiosipila sp.
OTU1184	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	Family_XIII_UCG-001 sp.
OTU1185	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus massiliensis
OTU1186	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium singulare
OTU1187	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus
OTU1188	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
OTU1189	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae	Porphyromonadaceae sp.
OTU1190	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium argentoratense
OTU1191	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus aegyptius ATCC 11116
OTU1192	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus sp.
OTU1193	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
OTU1194	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Thiobacter	Thiobacter sp.
OTU1195	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
OTU1196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-001	Lachnospiraceae_UCG-001 sp.
OTU1197	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	Ruminococcaceae_UCG-002 sp.
OTU1198	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pleuritidis
OTU1199	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus DSM 20703
OTU1200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii
OTU1201	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_Incertae_Sedis	Phocaeicola	Phocaeicola abscessus CCUG 55929
OTU1202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia insulae DS-56
OTU1203	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila sp.
OTU1204	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia goodfellowii
OTU1205	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp.
OTU1206	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacteriaceae	Fusobacteriaceae sp.
OTU1207	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella sp.
OTU1208	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. polymorphum ATCC 10953
OTU1209	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Megamonas sp.
OTU1210	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
OTU1211	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum ATCC 25577
OTU1212	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia insulae DS-56
OTU1213	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Megamonas sp.
OTU1214	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri DSM 20016
OTU1215	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII	Family_XIII sp.
OTU1216	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp.
OTU1217	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
OTU1218	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica
OTU1219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pontis
OTU1220	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei
OTU1221	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Neisseria	Neisseria bacilliformis ATCC BAA-1200
OTU1222	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	Ruminococcaceae_UCG-013 sp.
OTU1223	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	F0332 sp.
OTU1224	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	Aliifodinibius	Aliifodinibius halophilus
OTU1225	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Calidifontibacter	Calidifontibacter indicus
